index,true_label,pred_label,second_label,prob_cls0,prob_cls1,prob_cls2
351,2,0,2,0.519189178943634,0.052527088671922684,0.4282837212085724
359,2,0,2,0.5009781718254089,0.05134755000472069,0.4476742744445801
360,0,1,0,0.4763108789920807,0.48060762882232666,0.04308149218559265
361,2,0,2,0.5011374950408936,0.05130039155483246,0.4475621283054352
364,2,0,2,0.4783006012439728,0.05447980388998985,0.46721962094306946
371,2,1,2,0.2290927916765213,0.41021424531936646,0.3606930077075958
377,2,1,2,0.22804304957389832,0.40799617767333984,0.36396074295043945
380,2,1,2,0.20896852016448975,0.4204238951206207,0.3706076145172119
382,2,0,2,0.509598970413208,0.05029364675283432,0.4401072859764099
385,2,1,2,0.22132930159568787,0.4121478199958801,0.366522878408432
398,2,1,0,0.3247111737728119,0.3751542568206787,0.3001345694065094
399,2,1,2,0.1887405514717102,0.41985777020454407,0.3914016783237457
402,2,1,2,0.2065368890762329,0.4234609305858612,0.3700021505355835
404,2,1,2,0.25898298621177673,0.37793290615081787,0.363084077835083
421,2,1,2,0.13057775795459747,0.4371907413005829,0.43223151564598083
432,2,0,2,0.518584132194519,0.05238131061196327,0.4290345311164856
433,0,1,2,0.2542601525783539,0.48378828167915344,0.2619515657424927
434,2,1,2,0.16913287341594696,0.424512654542923,0.4063543975353241
443,2,1,2,0.1728276014328003,0.4278568625450134,0.3993154764175415
450,0,2,0,0.4210736155509949,0.15760666131973267,0.42131975293159485
452,2,1,2,0.17382381856441498,0.43803057074546814,0.38814565539360046
457,2,1,2,0.1278267651796341,0.4474133849143982,0.4247598946094513
458,0,1,0,0.4339312016963959,0.5240353941917419,0.04203338548541069
459,0,1,0,0.43430182337760925,0.5239260792732239,0.04177211970090866
460,2,1,2,0.2010108232498169,0.402720183134079,0.39626896381378174
463,2,1,2,0.24033871293067932,0.3989490866661072,0.3607122004032135
465,0,1,0,0.3409492075443268,0.5878386497497559,0.07121216505765915
479,2,1,2,0.24858103692531586,0.3952641189098358,0.3561549186706543
486,0,1,0,0.297858327627182,0.5197521448135376,0.1823895275592804
487,0,1,0,0.4305683374404907,0.5141880512237549,0.055243633687496185
492,0,1,0,0.4705222547054291,0.48649826645851135,0.04297951981425285
503,0,1,0,0.43412086367607117,0.5232670307159424,0.04261207953095436
506,0,1,2,0.2832290828227997,0.38274019956588745,0.33403071761131287
511,2,1,2,0.2437744289636612,0.4015924036502838,0.3546331524848938
514,2,1,2,0.2439466267824173,0.39612120389938354,0.3599321246147156
518,2,0,2,0.46906423568725586,0.07700322568416595,0.453932523727417
521,2,0,2,0.48147040605545044,0.05688968300819397,0.461639940738678
522,0,1,0,0.4513680636882782,0.5050390958786011,0.04359286278486252
523,0,2,0,0.33203810453414917,0.24025732278823853,0.4277045726776123
525,2,0,2,0.512321412563324,0.05009309574961662,0.4375855326652527
527,1,2,1,0.22731848061084747,0.33801862597465515,0.43466293811798096
530,2,0,2,0.4814969003200531,0.053389787673950195,0.4651132822036743
532,2,1,2,0.13089077174663544,0.43842828273773193,0.43068090081214905
537,2,1,2,0.24671542644500732,0.4011145532131195,0.35217002034187317
543,2,1,0,0.3182566463947296,0.363879919052124,0.31786349415779114
549,2,0,2,0.5091347098350525,0.05199619382619858,0.4388691186904907
552,1,2,1,0.1854497343301773,0.32606202363967896,0.48848822712898254
554,2,0,2,0.48103949427604675,0.05366700515151024,0.4652934670448303
555,2,1,2,0.1304880976676941,0.4454948902130127,0.424017071723938
561,2,1,2,0.17541366815567017,0.4288853406906128,0.39570102095603943
565,2,1,2,0.18951572477817535,0.4308401644229889,0.37964409589767456
566,0,1,0,0.43681004643440247,0.5213277339935303,0.041862260550260544
568,0,1,0,0.37981680035591125,0.5094302892684937,0.11075291782617569
574,2,1,2,0.1725490242242813,0.45552074909210205,0.37193015217781067
580,2,0,2,0.5091307163238525,0.05065708979964256,0.4402121901512146
581,2,1,2,0.18874908983707428,0.42717716097831726,0.38407376408576965
582,0,1,0,0.45144692063331604,0.5035152435302734,0.04503787308931351
583,0,1,0,0.4407394528388977,0.5175140500068665,0.04174650460481644
589,2,0,2,0.47695493698120117,0.05621463432908058,0.46683040261268616
592,2,1,2,0.1916074901819229,0.4194828271865845,0.38890963792800903
594,2,1,2,0.2794991433620453,0.37998682260513306,0.34051400423049927
597,2,0,2,0.5374925136566162,0.04823215678334236,0.41427528858184814
599,2,0,2,0.48601770401000977,0.05838148295879364,0.455600768327713
602,2,1,2,0.18847694993019104,0.42301997542381287,0.38850313425064087
606,2,1,2,0.199964240193367,0.42346543073654175,0.37657037377357483
608,0,1,0,0.4175364375114441,0.5319806933403015,0.05048287287354469
610,0,1,0,0.35074469447135925,0.5736273527145386,0.07562800496816635
618,0,1,0,0.426513135433197,0.5231083035469055,0.05037855729460716
620,2,1,2,0.23450610041618347,0.395346075296402,0.3701477646827698
623,0,1,0,0.3796996772289276,0.5479211211204529,0.0723792091012001
625,0,1,0,0.46477076411247253,0.4927934408187866,0.042435772716999054
631,2,0,2,0.49918705224990845,0.052592683583498,0.44822025299072266
634,0,2,0,0.45699381828308105,0.07704450935125351,0.46596166491508484
637,2,1,2,0.13331198692321777,0.4617921710014343,0.4048959016799927
641,2,1,2,0.2591727674007416,0.3783058226108551,0.3625214099884033
644,2,1,2,0.23157356679439545,0.4071581959724426,0.3612682521343231
647,2,1,2,0.1342414915561676,0.47924599051475525,0.38651254773139954
648,2,0,2,0.49053966999053955,0.054593753069639206,0.45486655831336975
658,2,0,2,0.4813603460788727,0.055251505225896835,0.4633881151676178
664,0,1,0,0.3929405212402344,0.5156255960464478,0.09143389761447906
667,2,1,2,0.172825887799263,0.42352747917175293,0.4036466181278229
669,0,2,0,0.41723814606666565,0.10749287158250809,0.47526898980140686
671,2,1,2,0.20275720953941345,0.40152978897094727,0.3957129418849945
673,2,0,2,0.4988350570201874,0.0509626604616642,0.45020222663879395
675,2,1,2,0.16091449558734894,0.4431453347206116,0.3959401249885559
678,0,1,0,0.39161428809165955,0.5061168074607849,0.10226891934871674
680,2,0,2,0.501707136631012,0.051256705075502396,0.44703611731529236
682,2,0,2,0.5068327188491821,0.05148046836256981,0.44168680906295776
685,0,1,0,0.33529844880104065,0.523648738861084,0.14105279743671417
686,2,0,2,0.5017744302749634,0.054024435579776764,0.44420117139816284
690,0,1,0,0.29408887028694153,0.519952654838562,0.18595845997333527
693,2,1,2,0.2480122298002243,0.39788198471069336,0.3541058301925659
695,0,1,0,0.4688737094402313,0.4852811098098755,0.04584520310163498
696,2,1,2,0.27258428931236267,0.3800605833530426,0.3473551273345947
698,0,1,0,0.32719770073890686,0.5363413095474243,0.13646098971366882
699,2,0,2,0.490419864654541,0.053476739674806595,0.4561034142971039
700,0,1,0,0.3660900294780731,0.43944838643074036,0.19446156919002533
703,2,0,2,0.5206061601638794,0.05274946615099907,0.42664438486099243
709,0,1,0,0.4102441370487213,0.5396135449409485,0.05014233663678169
710,2,1,2,0.2563178241252899,0.3815770447254181,0.3621050715446472
735,2,0,2,0.5018859505653381,0.06143786758184433,0.4366762042045593
737,0,1,0,0.3146035969257355,0.5267712473869324,0.15862518548965454
742,2,1,2,0.1694926619529724,0.4223863482475281,0.4081210494041443
746,0,1,0,0.42787638306617737,0.5217692852020264,0.05035436898469925
748,2,0,2,0.48741963505744934,0.05376167222857475,0.45881861448287964
751,0,1,0,0.34205061197280884,0.4305284023284912,0.22742098569869995
757,0,1,0,0.3142450451850891,0.5253000259399414,0.16045495867729187
763,0,2,0,0.4630427062511444,0.06926394253969193,0.46769335865974426
768,2,1,2,0.1986902356147766,0.4087190628051758,0.39259073138237
778,2,1,2,0.13102473318576813,0.44541123509407043,0.4235641062259674
780,0,1,0,0.46887943148612976,0.4881254732608795,0.04299512133002281
784,2,0,2,0.4829564094543457,0.05346212163567543,0.46358156204223633
788,2,1,2,0.16451115906238556,0.41997402906417847,0.41551488637924194
796,0,1,0,0.3268044888973236,0.5547156929969788,0.11847984045743942
799,0,1,0,0.40305095911026,0.4857913851737976,0.11115764081478119
800,0,1,0,0.26184797286987305,0.47781631350517273,0.260335773229599
804,2,0,2,0.4986748695373535,0.05152970179915428,0.4497953951358795
806,2,1,2,0.22363975644111633,0.41167736053466797,0.3646828234195709
817,2,1,2,0.21196620166301727,0.4224434494972229,0.36559033393859863
818,2,1,2,0.1775323897600174,0.4174201488494873,0.4050474762916565
820,0,1,0,0.477772057056427,0.4791087508201599,0.043119195848703384
822,2,0,2,0.48642104864120483,0.05474504455924034,0.4588339626789093
823,0,1,0,0.45635998249053955,0.501888632774353,0.041751421988010406
825,0,1,0,0.3162464201450348,0.5322113633155823,0.15154224634170532
826,2,1,2,0.19024202227592468,0.41751304268836975,0.39224493503570557
827,2,1,2,0.21212314069271088,0.4227093458175659,0.3651675283908844
831,2,0,2,0.5044888257980347,0.05112215876579285,0.4443890154361725
832,0,1,0,0.3701010048389435,0.5414348840713501,0.08846410363912582
833,2,1,2,0.22513042390346527,0.4066668748855591,0.36820268630981445
834,1,0,1,0.5080301761627197,0.44634270668029785,0.045627105981111526
836,2,0,2,0.4841242730617523,0.05357960984110832,0.46229612827301025
843,2,1,2,0.23524661362171173,0.43269550800323486,0.332057923078537
844,2,0,2,0.474818617105484,0.06926055997610092,0.45592087507247925
845,2,0,2,0.5012348294258118,0.05199253559112549,0.44677263498306274
846,2,0,2,0.5069622993469238,0.051021378487348557,0.4420163035392761
849,2,1,2,0.29139143228530884,0.40393301844596863,0.30467551946640015
851,2,1,2,0.17021921277046204,0.42438989877700806,0.4053908884525299
854,0,1,0,0.3068826496601105,0.5050782561302185,0.1880391389131546
858,2,1,2,0.2865336537361145,0.398257851600647,0.3152084946632385
863,2,0,2,0.4687146842479706,0.06751757115125656,0.4637677073478699
867,2,0,2,0.5172601342201233,0.05657673627138138,0.4261631369590759
869,2,1,2,0.2248533070087433,0.4114243686199188,0.3637223243713379
870,2,0,2,0.5085615515708923,0.05071765556931496,0.4407207667827606
873,0,1,0,0.36573684215545654,0.43682432174682617,0.19743888080120087
879,0,1,0,0.3145100474357605,0.5262782573699951,0.159211665391922
881,2,1,2,0.23887182772159576,0.3980564773082733,0.3630716800689697
889,0,2,0,0.4524669647216797,0.07935909181833267,0.46817395091056824
890,2,0,2,0.5094261169433594,0.052592530846595764,0.4379813075065613
891,2,1,2,0.20815879106521606,0.4167693257331848,0.3750718832015991
895,2,1,2,0.23366661369800568,0.39902263879776,0.3673107624053955
897,0,1,0,0.33233869075775146,0.5988788604736328,0.06878247857093811
898,2,1,2,0.19383464753627777,0.41233113408088684,0.39383426308631897
899,2,0,2,0.49599936604499817,0.0510539747774601,0.45294666290283203
900,2,1,2,0.12888072431087494,0.4729692339897156,0.3981499969959259
902,2,1,2,0.22752511501312256,0.38645264506340027,0.38602226972579956
909,2,0,2,0.48022258281707764,0.05358008295297623,0.46619731187820435
915,0,1,0,0.39225664734840393,0.5047231316566467,0.10302024334669113
916,2,1,2,0.20628713071346283,0.4242854118347168,0.3694274127483368
917,2,0,2,0.47363221645355225,0.05643275007605553,0.4699350595474243
918,0,2,0,0.4370906949043274,0.11876823753118515,0.4441409707069397
919,0,1,0,0.31100600957870483,0.520902693271637,0.168091282248497
921,2,0,2,0.48890700936317444,0.05462907999753952,0.45646387338638306
925,2,0,2,0.5262022018432617,0.049324870109558105,0.4244729280471802
927,2,1,2,0.22557927668094635,0.4025275409221649,0.37189313769340515
932,0,2,0,0.3488960564136505,0.19604596495628357,0.4550580382347107
933,2,0,2,0.360477477312088,0.2865264117717743,0.3529960811138153
934,2,1,2,0.2751132845878601,0.399085134267807,0.3258016109466553
947,2,1,2,0.1944524645805359,0.4180494248867035,0.3874981999397278
949,2,0,2,0.4776182472705841,0.0575297586619854,0.464851975440979
950,0,1,0,0.47479093074798584,0.4820251166820526,0.04318391904234886
956,2,0,2,0.4836496412754059,0.053329747170209885,0.4630206227302551
957,2,0,2,0.4934244751930237,0.05505794659256935,0.4515175521373749
963,2,1,2,0.17265021800994873,0.4381448030471802,0.3892049491405487
967,0,1,0,0.43180397152900696,0.5178789496421814,0.05031714588403702
969,0,1,0,0.4765636920928955,0.4802562892436981,0.04317997395992279
971,2,1,2,0.21617355942726135,0.4083576500415802,0.37546879053115845
973,2,1,2,0.21738852560520172,0.42136362195014954,0.36124786734580994
977,0,1,0,0.46532779932022095,0.49028122425079346,0.04439092054963112
979,2,1,2,0.22644901275634766,0.41067975759506226,0.3628712594509125
980,2,1,2,0.21820878982543945,0.4137799143791199,0.3680112659931183
981,2,1,2,0.23952364921569824,0.39279481768608093,0.3676815330982208
982,2,1,2,0.2793155610561371,0.39942261576652527,0.3212618827819824
995,2,0,2,0.5181688070297241,0.049687787890434265,0.4321434199810028
996,2,1,0,0.32161903381347656,0.3709218502044678,0.3074590861797333
998,2,1,2,0.2923407256603241,0.3950360417366028,0.3126232624053955
1000,2,1,2,0.19434349238872528,0.4196487367153168,0.38600772619247437
1002,0,1,0,0.4353853464126587,0.5142607092857361,0.05035392567515373
1006,2,1,0,0.3208375573158264,0.3717004358768463,0.3074619770050049
1023,2,1,2,0.16088327765464783,0.42715170979499817,0.411965012550354
1026,2,1,2,0.2203454077243805,0.4137985110282898,0.3658560812473297
1028,2,0,2,0.4846597909927368,0.05347738042473793,0.4618627727031708
1032,2,0,2,0.4888138473033905,0.05780549347400665,0.45338064432144165
1033,2,1,2,0.24683424830436707,0.4040965437889099,0.349069207906723
1036,2,1,2,0.2885746955871582,0.3694261610507965,0.3419991433620453
1039,2,0,2,0.4854642152786255,0.05384436994791031,0.4606914520263672
1044,2,1,2,0.17445221543312073,0.43805789947509766,0.3874898850917816
1046,2,1,2,0.21939976513385773,0.41436973214149475,0.36623045802116394
1051,0,1,0,0.4670599400997162,0.48879900574684143,0.044141072779893875
1058,2,1,2,0.29852327704429626,0.3630776107311249,0.33839914202690125
1068,2,1,2,0.2355184406042099,0.40561768412590027,0.35886386036872864
1070,0,1,0,0.4630211293697357,0.49300578236579895,0.043973080813884735
1072,2,0,2,0.46743500232696533,0.06670475751161575,0.4658603072166443
1074,2,1,2,0.21824119985103607,0.415727436542511,0.36603131890296936
1075,2,1,2,0.26782816648483276,0.38823214173316956,0.3439396619796753
1084,2,1,2,0.17924024164676666,0.4342944324016571,0.38646531105041504
1087,0,1,0,0.47529229521751404,0.4816133379936218,0.04309441149234772
1089,2,1,2,0.1671087145805359,0.4208667278289795,0.4120245575904846
1091,0,1,0,0.4680064916610718,0.4878099262714386,0.04418361932039261
1103,2,1,2,0.13233403861522675,0.4453261196613312,0.4223397970199585
1105,2,0,2,0.4910203218460083,0.0550151951611042,0.453964501619339
1106,0,1,0,0.4764503240585327,0.4815079867839813,0.04204167053103447
1107,2,0,2,0.5263699293136597,0.051822811365127563,0.42180725932121277
1109,2,0,2,0.5034085512161255,0.0511375367641449,0.445453941822052
1112,2,1,2,0.22863560914993286,0.3860657215118408,0.3852986693382263
1114,2,1,2,0.2606237828731537,0.4100898504257202,0.3292863965034485
1115,0,1,0,0.4359341263771057,0.5216604471206665,0.04240543395280838
1120,0,1,0,0.3711826801300049,0.3939366936683655,0.23488055169582367
1125,2,0,2,0.4810541570186615,0.05530199781060219,0.4636438190937042
1126,0,1,0,0.4735858142375946,0.4819701611995697,0.044443972408771515
1132,2,1,2,0.14062795042991638,0.43345195055007935,0.4259200692176819
1134,0,1,0,0.4337593615055084,0.512910008430481,0.05333065241575241
1138,2,1,2,0.25339338183403015,0.4114742577075958,0.335132360458374
1144,0,1,0,0.38547074794769287,0.5510320067405701,0.06349725276231766
1149,2,0,2,0.5288572907447815,0.049250759184360504,0.4218919277191162
1155,2,0,2,0.4754808843135834,0.05771651864051819,0.46680256724357605
1158,2,0,2,0.5212390422821045,0.0500449575483799,0.4287160038948059
1166,2,1,2,0.21250741183757782,0.42081326246261597,0.3666793704032898
1167,2,1,2,0.15601064264774323,0.432831346988678,0.4111580550670624
1174,2,0,2,0.506229817867279,0.05089346691966057,0.4428766965866089
1175,2,0,2,0.5071286559104919,0.05085160210728645,0.4420197308063507
1178,0,1,2,0.28720808029174805,0.3841336667537689,0.32865825295448303
1179,2,1,2,0.2471488118171692,0.40447938442230225,0.34837180376052856
1185,2,0,2,0.48744678497314453,0.05300983041524887,0.4595433175563812
1186,0,1,0,0.4747181832790375,0.48227253556251526,0.04300929978489876
1190,2,1,2,0.2102995067834854,0.4092614948749542,0.38043901324272156
1194,2,1,2,0.271268367767334,0.3934401273727417,0.33529144525527954
1196,2,1,2,0.27611052989959717,0.3817429840564728,0.34214648604393005
1201,2,0,2,0.5035098195075989,0.051178108900785446,0.4453120231628418
1203,2,1,2,0.21707461774349213,0.40525832772254944,0.37766703963279724
1204,2,0,2,0.4986536502838135,0.05221489816904068,0.44913145899772644
1205,2,0,2,0.5116058588027954,0.05017854645848274,0.43821558356285095
1211,0,1,0,0.47042497992515564,0.4852428138256073,0.044332124292850494
1214,0,1,0,0.47150447964668274,0.48414403200149536,0.04435145854949951
1217,2,1,2,0.24652758240699768,0.40398862957954407,0.34948378801345825
1218,2,1,0,0.32455989718437195,0.37291938066482544,0.30252066254615784
1219,2,0,2,0.5064219236373901,0.05091482773423195,0.4426632225513458
1222,2,0,2,0.49487948417663574,0.054837435483932495,0.45028308033943176
1223,0,1,0,0.4772762060165405,0.47946301102638245,0.043260857462882996
1227,2,0,2,0.5103713274002075,0.05299973115324974,0.43662890791893005
1228,2,0,2,0.5067048072814941,0.05053982883691788,0.4427553117275238
1233,0,2,0,0.4270492494106293,0.06927735358476639,0.5036733746528625
1238,2,1,2,0.3075569272041321,0.3467683494091034,0.3456747531890869
1241,0,1,0,0.4717486798763275,0.4852004945278168,0.0430508516728878
1248,2,1,2,0.20946890115737915,0.4194421172142029,0.37108901143074036
1249,0,1,0,0.29191017150878906,0.4942111670970917,0.21387866139411926
1256,2,0,2,0.48119091987609863,0.05343610420823097,0.4653730094432831
1258,0,1,0,0.3832109570503235,0.5515955686569214,0.06519345194101334
1262,0,1,0,0.4575762450695038,0.4982313811779022,0.044192321598529816
1265,0,1,0,0.3041021227836609,0.5267971158027649,0.1691007763147354
1270,2,1,2,0.17254196107387543,0.43527358770370483,0.39218446612358093
1278,2,0,2,0.47620439529418945,0.05692722275853157,0.46686840057373047
1283,2,1,2,0.1283721923828125,0.457008421421051,0.4146193861961365
1286,0,1,0,0.44257113337516785,0.5012734532356262,0.05615536868572235
1290,1,0,1,0.49626046419143677,0.4578685462474823,0.04587098956108093
1293,2,0,2,0.4919990301132202,0.054887596517801285,0.4531134068965912
1300,2,0,2,0.49062034487724304,0.05310111492872238,0.456278532743454
1302,0,1,0,0.2573586404323578,0.4947054088115692,0.2479359209537506
1303,2,0,2,0.47520115971565247,0.05584494024515152,0.4689539968967438
1307,2,1,2,0.20494739711284637,0.42396754026412964,0.37108510732650757
1308,2,1,2,0.16750407218933105,0.41760462522506714,0.4148913323879242
1311,2,1,2,0.21020682156085968,0.4209614396095276,0.3688317537307739
1314,2,0,2,0.5022837519645691,0.05121767893433571,0.4464986324310303
1322,2,0,2,0.5100957155227661,0.05069347470998764,0.43921083211898804
1323,0,1,0,0.34283027052879333,0.36436548829078674,0.2928042411804199
1326,2,1,2,0.19607259333133698,0.4194963574409485,0.3844310939311981
1327,2,0,2,0.49813640117645264,0.05248432606458664,0.44937923550605774
1339,2,0,2,0.49174851179122925,0.0520884245634079,0.45616307854652405
1340,2,0,2,0.5017210245132446,0.05371743068099022,0.44456154108047485
1342,2,1,2,0.25997161865234375,0.3992477059364319,0.34078073501586914
1347,2,0,2,0.47333240509033203,0.0558682344853878,0.47079941630363464
1354,2,0,2,0.5031979084014893,0.050569817423820496,0.44623222947120667
1362,0,1,0,0.39972612261772156,0.4858573079109192,0.11441662162542343
1365,2,0,2,0.5094498991966248,0.05465272068977356,0.4358974099159241
1372,2,0,2,0.48251330852508545,0.05524887517094612,0.46223777532577515
1377,2,0,2,0.5020817518234253,0.05137190967798233,0.4465463161468506
1381,2,1,2,0.16077245771884918,0.42773374915122986,0.41149377822875977
1382,0,2,0,0.42897483706474304,0.12162125110626221,0.44940394163131714
1384,2,0,2,0.4986010789871216,0.052802469581365585,0.44859641790390015
1388,2,0,2,0.4869687855243683,0.0566609650850296,0.4563702344894409
1390,2,0,2,0.4939567744731903,0.05240495502948761,0.4536382257938385
1395,0,1,0,0.3656908869743347,0.5707918405532837,0.063517265021801
1396,2,1,2,0.2422577142715454,0.39619600772857666,0.3615463078022003
1401,0,1,0,0.3678264915943146,0.5683470964431763,0.06382639706134796
1405,0,2,0,0.4680687487125397,0.06243884190917015,0.46949243545532227
1406,2,1,2,0.16825909912586212,0.42279312014579773,0.4089477062225342
1407,2,1,2,0.21933655440807343,0.415076345205307,0.36558717489242554
1408,0,1,0,0.295102059841156,0.4665112793445587,0.23838672041893005
1413,2,0,2,0.47868800163269043,0.056388892233371735,0.46492311358451843
1415,0,1,0,0.41767656803131104,0.5318052172660828,0.05051817744970322
1417,2,0,2,0.5048589110374451,0.05099331587553024,0.4441477954387665
1422,2,1,2,0.22431890666484833,0.40961745381355286,0.36606365442276
1442,1,2,1,0.27063310146331787,0.36393842101097107,0.36542850732803345
1443,2,1,2,0.25100982189178467,0.38981372117996216,0.3591764569282532
1444,2,0,2,0.4824370741844177,0.057185329496860504,0.46037757396698
1452,0,2,1,0.3024216294288635,0.33028823137283325,0.36729010939598083
1458,2,0,2,0.5019617080688477,0.05136065185070038,0.44667768478393555
1461,2,0,2,0.48176273703575134,0.05724993720650673,0.46098726987838745
1474,2,1,2,0.2563287317752838,0.3783882260322571,0.3652830123901367
1475,0,1,0,0.3280929923057556,0.5312684178352356,0.14063860476016998
1481,0,1,0,0.31682494282722473,0.5315490961074829,0.15162600576877594
1486,0,1,0,0.2941640019416809,0.46197274327278137,0.2438632845878601
1489,2,0,2,0.5152944922447205,0.04983346909284592,0.43487200140953064
1506,2,1,2,0.19005709886550903,0.40893134474754333,0.40101158618927
1509,0,1,0,0.3811797499656677,0.5404917001724243,0.07832852751016617
1512,2,0,2,0.4912739098072052,0.05604022741317749,0.4526859223842621
1516,2,0,2,0.5135862231254578,0.05228265002369881,0.4341311454772949
1519,2,1,2,0.27617719769477844,0.3813159763813019,0.3425067961215973
1522,0,1,0,0.47320282459259033,0.4847571551799774,0.04204010218381882
1524,0,1,0,0.4285780191421509,0.516261100769043,0.05516090616583824
1530,2,0,2,0.5010575652122498,0.0513264499604702,0.44761598110198975
1535,0,2,0,0.4149080216884613,0.07803288102149963,0.5070590972900391
1540,2,0,2,0.506550669670105,0.053999971598386765,0.43944936990737915
